frame_id,hand_id,手类型,finger_id,finger_name,node_id,node_name,x,y,z
3749,54,右手,4,小指,3,关节3(指尖),-0.69,173.78,-90.67
3750,54,右手,0,拇指,1,关节1(靠近手掌),84.32,175.03,-16.68
3750,54,右手,0,拇指,2,关节2(中间),45.69,177.87,8.00
3750,54,右手,0,拇指,3,关节3(指尖),9.42,179.14,30.40
3750,54,右手,1,食指,1,关节1(靠近手掌),21.10,190.54,-24.70
3750,54,右手,1,食指,2,关节2(中间),-4.57,194.69,-13.30
3750,54,右手,1,食指,3,关节3(指尖),-34.09,197.37,2.87
3750,54,右手,2,中指,1,关节1(靠近手掌),23.47,186.52,-40.12
3750,54,右手,2,中指,2,关节2(中间),-8.58,192.17,-36.86
3750,54,右手,2,中指,3,关节3(指尖),-48.77,195.96,-25.45
3750,54,右手,3,无名指,1,关节1(靠近手掌),30.08,177.87,-56.49
3750,54,右手,3,无名指,2,关节2(中间),1.48,186.50,-55.60
3750,54,右手,3,无名指,3,关节3(指尖),-26.75,192.91,-52.31
3750,54,右手,4,小指,1,关节1(靠近手掌),39.23,167.96,-67.29
3750,54,右手,4,小指,2,关节2(中间),21.67,173.03,-78.90
3750,54,右手,4,小指,3,关节3(指尖),-3.47,174.22,-86.94
3751,54,右手,0,拇指,1,关节1(靠近手掌),82.33,175.81,-14.61
3751,54,右手,0,拇指,2,关节2(中间),44.06,178.34,10.58
3751,54,右手,0,拇指,3,关节3(指尖),7.95,179.04,33.14
3751,54,右手,1,食指,1,关节1(靠近手掌),19.17,191.34,-21.73
3751,54,右手,1,食指,2,关节2(中间),-6.36,195.43,-10.68
3751,54,右手,1,食指,3,关节3(指尖),-35.84,197.77,5.39
3751,54,右手,2,中指,1,关节1(靠近手掌),21.32,187.36,-37.17
3751,54,右手,2,中指,2,关节2(中间),-10.24,193.04,-33.92
3751,54,右手,2,中指,3,关节3(指尖),-50.06,196.73,-22.57
3751,54,右手,3,无名指,1,关节1(靠近手掌),27.74,178.80,-53.66
3751,54,右手,3,无名指,2,关节2(中间),-0.76,187.37,-51.80
3751,54,右手,3,无名指,3,关节3(指尖),-28.80,193.52,-48.21
3751,54,右手,4,小指,1,关节1(靠近手掌),36.71,168.97,-64.61
3751,54,右手,4,小指,2,关节2(中间),19.05,173.87,-76.02
3751,54,右手,4,小指,3,关节3(指尖),-6.11,174.79,-83.42
3752,54,右手,0,拇指,1,关节1(靠近手掌),80.67,177.06,-12.48
3752,54,右手,0,拇指,2,关节2(中间),42.62,179.18,13.04
3752,54,右手,0,拇指,3,关节3(指尖),6.68,179.18,35.75
3752,54,右手,1,食指,1,关节1(靠近手掌),17.39,192.30,-19.02
3752,54,右手,1,食指,2,关节2(中间),-8.12,196.09,-8.19
3752,54,右手,1,食指,3,关节3(指尖),-37.49,197.67,7.78
3752,54,右手,2,中指,1,关节1(靠近手掌),19.45,188.43,-34.49
3752,54,右手,2,中指,2,关节2(中间),-12.00,193.86,-30.90
3752,54,右手,2,中指,3,关节3(指尖),-51.67,197.14,-19.31
3752,54,右手,3,无名指,1,关节1(靠近手掌),25.77,180.04,-51.04
3752,54,右手,3,无名指,2,关节2(中间),-2.65,188.17,-48.94
3752,54,右手,3,无名指,3,关节3(指尖),-30.43,193.76,-45.30
3752,54,右手,4,小指,1,关节1(靠近手掌),34.74,170.29,-62.06
3752,54,右手,4,小指,2,关节2(中间),17.11,174.90,-73.30
3752,54,右手,4,小指,3,关节3(指尖),-7.89,175.35,-80.27
3753,54,右手,0,拇指,1,关节1(靠近手掌),78.78,178.14,-10.63
3753,54,右手,0,拇指,2,关节2(中间),40.92,179.65,15.31
3753,54,右手,0,拇指,3,关节3(指尖),5.19,178.75,38.13
3753,54,右手,1,食指,1,关节1(靠近手掌),15.34,192.98,-16.34
3753,54,右手,1,食指,2,关节2(中间),-10.05,196.48,-5.69
3753,54,右手,1,食指,3,关节3(指尖),-39.30,197.59,10.13
3753,54,右手,2,中指,1,关节1(靠近手掌),17.28,189.17,-31.84
3753,54,右手,2,中指,2,关节2(中间),-14.03,194.30,-28.06
3753,54,右手,2,中指,3,关节3(指尖),-53.84,197.20,-16.33
3753,54,右手,3,无名指,1,关节1(靠近手掌),23.52,180.94,-48.46
3753,54,右手,3,无名指,2,关节2(中间),-4.88,188.62,-45.83
3753,54,右手,3,无名指,3,关节3(指尖),-32.62,193.97,-41.77
3753,54,右手,4,小指,1,关节1(靠近手掌),32.49,171.28,-59.57
3753,54,右手,4,小指,2,关节2(中间),14.80,175.66,-70.67
3753,54,右手,4,小指,3,关节3(指尖),-10.29,176.02,-77.60
3754,54,右手,0,拇指,1,关节1(靠近手掌),76.79,179.29,-8.94
3754,54,右手,0,拇指,2,关节2(中间),39.17,180.13,17.24
3754,54,右手,0,拇指,3,关节3(指尖),3.70,178.41,40.05
3754,54,右手,1,食指,1,关节1(靠近手掌),13.21,193.83,-13.85
3754,54,右手,1,食指,2,关节2(中间),-12.01,197.09,-3.30
3754,54,右手,1,食指,3,关节3(指尖),-41.19,197.86,12.39
3754,54,右手,2,中指,1,关节1(靠近手掌),15.04,190.14,-29.37
3754,54,右手,2,中指,2,关节2(中间),-16.08,195.07,-25.56
3754,54,右手,2,中指,3,关节3(指尖),-55.80,197.51,-13.85
3754,54,右手,3,无名指,1,关节1(靠近手掌),21.20,182.06,-46.06
3754,54,右手,3,无名指,2,关节2(中间),-7.24,189.38,-42.77
3754,54,右手,3,无名指,3,关节3(指尖),-34.82,194.34,-38.04
3754,54,右手,4,小指,1,关节1(靠近手掌),30.15,172.51,-57.30
3754,54,右手,4,小指,2,关节2(中间),12.37,176.75,-68.22
3754,54,右手,4,小指,3,关节3(指尖),-12.79,177.00,-74.81
3755,54,右手,0,拇指,1,关节1(靠近手掌),74.55,180.05,-7.09
3755,54,右手,0,拇指,2,关节2(中间),37.24,180.18,19.24
3755,54,右手,0,拇指,3,关节3(指尖),2.05,177.86,41.99
3755,54,右手,1,食指,1,关节1(靠近手掌),10.93,194.67,-11.26
3755,54,右手,1,食指,2,关节2(中间),-14.16,197.63,-0.67
3755,54,右手,1,食指,3,关节3(指尖),-43.09,197.70,14.93
3755,54,右手,2,中指,1,关节1(靠近手掌),12.62,191.14,-26.82
3755,54,右手,2,中指,2,关节2(中间),-18.42,196.00,-22.76
3755,54,右手,2,中指,3,关节3(指尖),-57.91,197.84,-10.98
3755,54,右手,3,无名指,1,关节1(靠近手掌),18.65,183.16,-43.62
3755,54,右手,3,无名指,2,关节2(中间),-9.82,190.19,-39.58
3755,54,右手,3,无名指,3,关节3(指尖),-37.04,194.42,-34.04
3755,54,右手,4,小指,1,关节1(靠近手掌),27.52,173.77,-54.98
3755,54,右手,4,小指,2,关节2(中间),9.69,177.77,-65.58
3755,54,右手,4,小指,3,关节3(指尖),-15.27,177.64,-71.33
3756,54,右手,0,拇指,1,关节1(靠近手掌),72.73,180.58,-5.48
3756,54,右手,0,拇指,2,关节2(中间),35.71,180.43,21.03
3756,54,右手,0,拇指,3,关节3(指尖),0.86,177.73,43.82
3756,54,右手,1,食指,1,关节1(靠近手掌),9.04,195.47,-8.71
3756,54,右手,1,食指,2,关节2(中间),-15.84,198.40,2.11
3756,54,右手,1,食指,3,关节3(指尖),-44.57,198.38,17.94
3756,54,右手,2,中指,1,关节1(靠近手掌),10.57,192.00,-24.29
3756,54,右手,2,中指,2,关节2(中间),-20.33,196.90,-20.20
3756,54,右手,2,中指,3,关节3(指尖),-59.82,198.55,-8.45
3756,54,右手,3,无名指,1,关节1(靠近手掌),16.44,184.17,-41.17
3756,54,右手,3,无名指,2,关节2(中间),-12.11,190.88,-36.38
3756,54,右手,3,无名指,3,关节3(指尖),-39.07,194.72,-30.11
3756,54,右手,4,小指,1,关节1(靠近手掌),25.18,174.85,-52.65
3756,54,右手,4,小指,2,关节2(中间),7.37,178.62,-62.85
3756,54,右手,4,小指,3,关节3(指尖),-17.39,178.27,-67.99
3757,54,右手,0,拇指,1,关节1(靠近手掌),70.88,180.89,-3.81
3757,54,右手,0,拇指,2,关节2(中间),34.19,180.44,22.81
3757,54,右手,0,拇指,3,关节3(指尖),-0.36,177.37,45.54
3757,54,右手,1,食指,1,关节1(靠近手掌),7.16,196.19,-6.15
3757,54,右手,1,食指,2,关节2(中间),-17.54,199.07,4.87
3757,54,右手,1,食指,3,关节3(指尖),-46.04,198.87,20.83
3757,54,右手,2,中指,1,关节1(靠近手掌),8.54,192.85,-21.72
3757,54,右手,2,中指,2,关节2(中间),-22.23,197.85,-17.57
3757,54,右手,2,中指,3,关节3(指尖),-61.55,199.23,-5.80
