frame_id,hand_id,hand_type,finger_id,finger_name,bone_name,start_x,start_y,start_z,end_x,end_y,end_z
43373,36,right,3,Ring,Intermediate,-94.15,161.19,-151.56,-108.53,155.76,-163.02
43373,36,right,3,Ring,Distal,-108.53,155.76,-163.02,-118.60,151.99,-174.00
43373,36,right,4,Pinky,Metacarpal,-35.11,165.81,-82.68,-72.81,178.68,-118.69
43373,36,right,4,Pinky,Proximal,-72.81,178.68,-118.69,-93.59,179.27,-125.40
43373,36,right,4,Pinky,Intermediate,-93.59,179.27,-125.40,-108.70,180.14,-131.70
43373,36,right,4,Pinky,Distal,-108.70,180.14,-131.70,-118.53,181.14,-137.19
43374,36,right,0,Thumb,Metacarpal,-9.33,156.58,-100.62,-9.33,156.58,-100.62
43374,36,right,0,Thumb,Proximal,-9.33,156.58,-100.62,-4.89,139.57,-141.46
43374,36,right,0,Thumb,Intermediate,-4.89,139.57,-141.46,-5.40,131.47,-164.25
43374,36,right,0,Thumb,Distal,-5.40,131.47,-164.25,-8.05,127.06,-179.92
43374,36,right,1,Index,Metacarpal,-21.40,148.41,-98.33,-47.52,152.42,-161.23
43374,36,right,1,Index,Proximal,-47.52,152.42,-161.23,-61.50,146.42,-186.78
43374,36,right,1,Index,Intermediate,-61.50,146.42,-186.78,-69.85,142.44,-204.79
43374,36,right,1,Index,Distal,-69.85,142.44,-204.79,-76.24,140.47,-219.70
43374,36,right,2,Middle,Metacarpal,-28.76,150.22,-96.36,-60.41,158.18,-152.24
43374,36,right,2,Middle,Proximal,-60.41,158.18,-152.24,-84.69,151.10,-175.59
43374,36,right,2,Middle,Intermediate,-84.69,151.10,-175.59,-102.06,145.72,-192.96
43374,36,right,2,Middle,Distal,-102.06,145.72,-192.96,-113.44,143.13,-206.26
43374,36,right,3,Ring,Metacarpal,-36.31,157.15,-92.70,-70.81,168.41,-138.07
43374,36,right,3,Ring,Proximal,-70.81,168.41,-138.07,-95.79,160.61,-155.97
43374,36,right,3,Ring,Intermediate,-95.79,160.61,-155.97,-110.27,154.75,-167.29
43374,36,right,3,Ring,Distal,-110.27,154.75,-167.29,-120.38,150.61,-178.14
43374,36,right,4,Pinky,Metacarpal,-36.92,166.62,-86.74,-74.43,178.50,-123.40
43374,36,right,4,Pinky,Proximal,-74.43,178.50,-123.40,-95.66,178.64,-129.63
43374,36,right,4,Pinky,Intermediate,-95.66,178.64,-129.63,-111.17,178.89,-135.69
43374,36,right,4,Pinky,Distal,-111.17,178.89,-135.69,-121.28,179.37,-141.10
43375,36,right,0,Thumb,Metacarpal,-10.74,156.79,-105.24,-10.74,156.79,-105.24
43375,36,right,0,Thumb,Proximal,-10.74,156.79,-105.24,-6.08,139.42,-145.87
43375,36,right,0,Thumb,Intermediate,-6.08,139.42,-145.87,-6.14,130.89,-168.36
43375,36,right,0,Thumb,Distal,-6.14,130.89,-168.36,-8.27,126.26,-183.77
43375,36,right,1,Index,Metacarpal,-22.66,148.40,-102.84,-48.80,151.25,-165.62
43375,36,right,1,Index,Proximal,-48.80,151.25,-165.62,-62.90,144.35,-190.94
43375,36,right,1,Index,Intermediate,-62.90,144.35,-190.94,-71.38,139.89,-208.78
43375,36,right,1,Index,Distal,-71.38,139.89,-208.78,-77.97,137.61,-223.68
43375,36,right,2,Middle,Metacarpal,-30.08,150.22,-100.96,-61.77,157.04,-156.77
43375,36,right,2,Middle,Proximal,-61.77,157.04,-156.77,-86.30,149.32,-179.76
43375,36,right,2,Middle,Intermediate,-86.30,149.32,-179.76,-103.90,143.62,-197.02
43375,36,right,2,Middle,Distal,-103.90,143.62,-197.02,-115.44,140.79,-210.21
43375,36,right,3,Ring,Metacarpal,-37.70,157.14,-97.29,-72.27,167.36,-142.67
43375,36,right,3,Ring,Proximal,-72.27,167.36,-142.67,-97.37,159.22,-160.52
43375,36,right,3,Ring,Intermediate,-97.37,159.22,-160.52,-111.76,153.42,-171.69
43375,36,right,3,Ring,Distal,-111.76,153.42,-171.69,-121.79,149.28,-182.39
43375,36,right,4,Pinky,Metacarpal,-38.53,166.70,-91.40,-76.11,177.62,-128.10
43375,36,right,4,Pinky,Proximal,-76.11,177.62,-128.10,-97.21,177.51,-134.38
43375,36,right,4,Pinky,Intermediate,-97.21,177.51,-134.38,-112.59,177.83,-140.52
43375,36,right,4,Pinky,Distal,-112.59,177.83,-140.52,-122.64,178.37,-145.96
43376,36,right,0,Thumb,Metacarpal,-11.89,157.33,-110.05,-11.89,157.33,-110.05
43376,36,right,0,Thumb,Proximal,-11.89,157.33,-110.05,-6.97,139.12,-150.38
43376,36,right,0,Thumb,Intermediate,-6.97,139.12,-150.38,-6.91,130.17,-172.79
43376,36,right,0,Thumb,Distal,-6.91,130.17,-172.79,-9.02,125.10,-188.24
43376,36,right,1,Index,Metacarpal,-23.75,148.84,-107.46,-49.93,150.28,-170.19
43376,36,right,1,Index,Proximal,-49.93,150.28,-170.19,-63.92,142.81,-195.54
43376,36,right,1,Index,Intermediate,-63.92,142.81,-195.54,-72.40,138.10,-213.45
43376,36,right,1,Index,Distal,-72.40,138.10,-213.45,-78.97,135.71,-228.38
43376,36,right,2,Middle,Metacarpal,-31.16,150.58,-105.64,-62.95,156.03,-161.48
43376,36,right,2,Middle,Proximal,-62.95,156.03,-161.48,-87.43,147.89,-184.41
43376,36,right,2,Middle,Intermediate,-87.43,147.89,-184.41,-104.95,141.87,-201.70
43376,36,right,2,Middle,Distal,-104.95,141.87,-201.70,-116.46,138.80,-214.87
43376,36,right,3,Ring,Metacarpal,-38.86,157.44,-102.07,-73.55,166.42,-147.53
43376,36,right,3,Ring,Proximal,-73.55,166.42,-147.53,-98.58,157.96,-165.27
43376,36,right,3,Ring,Intermediate,-98.58,157.96,-165.27,-112.93,151.93,-176.32
43376,36,right,3,Ring,Distal,-112.93,151.93,-176.32,-122.93,147.66,-186.89
43376,36,right,4,Pinky,Metacarpal,-39.80,167.08,-96.43,-77.50,176.87,-133.23
43376,36,right,4,Pinky,Proximal,-77.50,176.87,-133.23,-98.69,176.22,-139.25
43376,36,right,4,Pinky,Intermediate,-98.69,176.22,-139.25,-114.23,175.96,-145.29
43376,36,right,4,Pinky,Distal,-114.23,175.96,-145.29,-124.47,176.15,-150.71
43377,36,right,0,Thumb,Metacarpal,-12.69,158.06,-114.60,-12.69,158.06,-114.60
43377,36,right,0,Thumb,Proximal,-12.69,158.06,-114.60,-7.66,139.06,-154.50
43377,36,right,0,Thumb,Intermediate,-7.66,139.06,-154.50,-7.60,129.37,-176.79
43377,36,right,0,Thumb,Distal,-7.60,129.37,-176.79,-9.77,123.86,-192.17
43377,36,right,1,Index,Metacarpal,-24.56,149.65,-111.75,-50.50,149.88,-174.68
43377,36,right,1,Index,Proximal,-50.50,149.88,-174.68,-64.13,141.88,-199.88
43377,36,right,1,Index,Intermediate,-64.13,141.88,-199.88,-72.33,136.68,-217.77
43377,36,right,1,Index,Distal,-72.33,136.68,-217.77,-78.60,133.83,-232.69
43377,36,right,2,Middle,Metacarpal,-31.99,151.41,-109.99,-63.58,155.75,-166.12
43377,36,right,2,Middle,Proximal,-63.58,155.75,-166.12,-88.09,147.29,-188.73
43377,36,right,2,Middle,Intermediate,-88.09,147.29,-188.73,-105.67,140.77,-205.63
43377,36,right,2,Middle,Distal,-105.67,140.77,-205.63,-117.19,137.25,-218.56
43377,36,right,3,Ring,Metacarpal,-39.70,158.25,-106.70,-74.25,166.31,-152.52
43377,36,right,3,Ring,Proximal,-74.25,166.31,-152.52,-99.26,157.45,-169.95
43377,36,right,3,Ring,Intermediate,-99.26,157.45,-169.95,-113.61,150.89,-180.79
43377,36,right,3,Ring,Distal,-113.61,150.89,-180.79,-123.62,146.16,-191.12
43377,36,right,4,Pinky,Metacarpal,-40.62,167.92,-101.38,-78.23,176.95,-138.57
43377,36,right,4,Pinky,Proximal,-78.23,176.95,-138.57,-99.47,176.04,-144.59
43377,36,right,4,Pinky,Intermediate,-99.47,176.04,-144.59,-115.15,175.34,-150.51
43377,36,right,4,Pinky,Distal,-115.15,175.34,-150.51,-125.50,175.17,-155.85
43378,36,right,0,Thumb,Metacarpal,-13.75,158.51,-119.37,-13.75,158.51,-119.37
43378,36,right,0,Thumb,Proximal,-13.75,158.51,-119.37,-8.61,138.76,-159.00
43378,36,right,0,Thumb,Intermediate,-8.61,138.76,-159.00,-8.50,128.66,-181.18
43378,36,right,0,Thumb,Distal,-8.50,128.66,-181.18,-10.66,122.96,-196.48
43378,36,right,1,Index,Metacarpal,-25.63,150.18,-116.36,-51.46,149.41,-179.30
43378,36,right,1,Index,Proximal,-51.46,149.41,-179.30,-64.96,140.89,-204.50
43378,36,right,1,Index,Intermediate,-64.96,140.89,-204.50,-73.03,135.41,-222.30
43378,36,right,1,Index,Distal,-73.03,135.41,-222.30,-79.15,132.36,-237.13
43378,36,right,2,Middle,Metacarpal,-33.05,151.97,-114.69,-64.54,155.42,-170.91
43378,36,right,2,Middle,Proximal,-64.54,155.42,-170.91,-89.06,146.46,-193.36
43378,36,right,2,Middle,Intermediate,-89.06,146.46,-193.36,-106.64,139.60,-210.11
43378,36,right,2,Middle,Distal,-106.64,139.60,-210.11,-118.18,135.89,-222.89
43378,36,right,3,Ring,Metacarpal,-40.77,158.84,-111.52,-75.24,166.17,-157.50
43378,36,right,3,Ring,Proximal,-75.24,166.17,-157.50,-100.27,156.74,-174.78
43378,36,right,3,Ring,Intermediate,-100.27,156.74,-174.78,-114.61,149.78,-185.51
43378,36,right,3,Ring,Distal,-114.61,149.78,-185.51,-124.57,144.69,-195.78
43378,36,right,4,Pinky,Metacarpal,-41.70,168.56,-106.39,-79.23,176.98,-143.76
43378,36,right,4,Pinky,Proximal,-79.23,176.98,-143.76,-100.54,175.73,-149.59
43378,36,right,4,Pinky,Intermediate,-100.54,175.73,-149.59,-116.30,174.52,-155.37
43378,36,right,4,Pinky,Distal,-116.30,174.52,-155.37,-126.73,173.94,-160.68
43379,36,right,0,Thumb,Metacarpal,-15.25,158.91,-124.19,-15.25,158.91,-124.19
43379,36,right,0,Thumb,Proximal,-15.25,158.91,-124.19,-9.81,138.34,-163.25
43379,36,right,0,Thumb,Intermediate,-9.81,138.34,-163.25,-9.44,127.97,-184.94
43379,36,right,0,Thumb,Distal,-9.44,127.97,-184.94,-11.38,121.93,-199.93
43379,36,right,1,Index,Metacarpal,-26.88,150.43,-121.09,-52.54,148.30,-183.76
43379,36,right,1,Index,Proximal,-52.54,148.30,-183.76,-66.13,139.21,-208.54
43379,36,right,1,Index,Intermediate,-66.13,139.21,-208.54,-74.30,133.50,-225.95
43379,36,right,1,Index,Distal,-74.30,133.50,-225.95,-80.48,130.38,-240.56
43379,36,right,2,Middle,Metacarpal,-34.42,152.16,-119.41,-65.76,154.28,-175.46
43379,36,right,2,Middle,Proximal,-65.76,154.28,-175.46,-90.03,144.73,-197.72
43379,36,right,2,Middle,Intermediate,-90.03,144.73,-197.72,-107.48,137.73,-214.40
43379,36,right,2,Middle,Distal,-107.48,137.73,-214.40,-119.05,133.93,-227.17
43379,36,right,3,Ring,Metacarpal,-42.26,159.05,-116.25,-76.63,165.16,-162.17
43379,36,right,3,Ring,Proximal,-76.63,165.16,-162.17,-101.64,155.26,-179.34
43379,36,right,3,Ring,Intermediate,-101.64,155.26,-179.34,-115.92,148.27,-189.77
43379,36,right,3,Ring,Distal,-115.92,148.27,-189.77,-125.83,143.14,-199.89
43379,36,right,4,Pinky,Metacarpal,-43.37,168.90,-111.19,-80.81,176.21,-148.56
43379,36,right,4,Pinky,Proximal,-80.81,176.21,-148.56,-102.07,175.05,-154.24
43379,36,right,4,Pinky,Intermediate,-102.07,175.05,-154.24,-117.70,174.08,-159.93
43379,36,right,4,Pinky,Distal,-117.70,174.08,-159.93,-128.03,173.64,-165.16
43380,36,right,0,Thumb,Metacarpal,-16.85,158.73,-128.95,-16.85,158.73,-128.95
43380,36,right,0,Thumb,Proximal,-16.85,158.73,-128.95,-11.17,137.83,-167.33
43380,36,right,0,Thumb,Intermediate,-11.17,137.83,-167.33,-10.56,127.13,-188.50
43380,36,right,0,Thumb,Distal,-10.56,127.13,-188.50,-12.16,120.81,-203.21
43380,36,right,1,Index,Metacarpal,-28.25,150.21,-125.65,-53.90,147.08,-187.91
43380,36,right,1,Index,Proximal,-53.90,147.08,-187.91,-67.65,137.48,-212.13
43380,36,right,1,Index,Intermediate,-67.65,137.48,-212.13,-76.04,131.43,-229.15
43380,36,right,1,Index,Distal,-76.04,131.43,-229.15,-82.52,128.01,-243.57
43380,36,right,2,Middle,Metacarpal,-35.87,152.04,-123.93,-67.18,153.22,-179.66
43380,36,right,2,Middle,Proximal,-67.18,153.22,-179.66,-91.31,143.33,-201.76
43380,36,right,2,Middle,Intermediate,-91.31,143.33,-201.76,-108.63,136.10,-218.35
43380,36,right,2,Middle,Distal,-108.63,136.10,-218.35,-120.15,132.11,-231.05
43380,36,right,3,Ring,Metacarpal,-43.85,159.02,-120.81,-78.16,164.32,-166.52
43380,36,right,3,Ring,Proximal,-78.16,164.32,-166.52,-103.13,154.03,-183.39
43380,36,right,3,Ring,Intermediate,-103.13,154.03,-183.39,-117.31,146.93,-193.58
43380,36,right,3,Ring,Distal,-117.31,146.93,-193.58,-127.16,141.68,-203.53
43380,36,right,4,Pinky,Metacarpal,-45.11,168.95,-115.76,-82.45,175.56,-152.97
43380,36,right,4,Pinky,Proximal,-82.45,175.56,-152.97,-103.60,174.28,-158.63
43380,36,right,4,Pinky,Intermediate,-103.60,174.28,-158.63,-119.05,173.51,-164.30
43380,36,right,4,Pinky,Distal,-119.05,173.51,-164.30,-129.09,173.18,-169.54
43381,36,right,0,Thumb,Metacarpal,-18.18,158.76,-133.10,-18.18,158.76,-133.10
43381,36,right,0,Thumb,Proximal,-18.18,158.76,-133.10,-12.41,137.59,-171.20
43381,36,right,0,Thumb,Intermediate,-12.41,137.59,-171.20,-11.82,126.71,-192.32
43381,36,right,0,Thumb,Distal,-11.82,126.71,-192.32,-13.49,120.33,-207.03
43381,36,right,1,Index,Metacarpal,-29.50,150.29,-129.65,-55.18,146.15,-191.65
43381,36,right,1,Index,Proximal,-55.18,146.15,-191.65,-68.86,136.25,-215.70
43381,36,right,1,Index,Intermediate,-68.86,136.25,-215.70,-77.21,130.08,-232.74
43381,36,right,1,Index,Distal,-77.21,130.08,-232.74,-83.64,126.49,-247.17
43381,36,right,2,Middle,Metacarpal,-37.15,152.25,-127.93,-68.46,152.53,-183.48
43381,36,right,2,Middle,Proximal,-68.46,152.53,-183.48,-92.56,142.35,-205.26
43381,36,right,2,Middle,Intermediate,-92.56,142.35,-205.26,-109.79,134.90,-221.66
43381,36,right,2,Middle,Distal,-109.79,134.90,-221.66,-121.22,130.70,-234.32
43381,36,right,3,Ring,Metacarpal,-45.17,159.31,-124.85,-79.45,163.88,-170.48
43381,36,right,3,Ring,Proximal,-79.45,163.88,-170.48,-104.40,153.44,-187.04
43381,36,right,3,Ring,Intermediate,-104.40,153.44,-187.04,-118.51,146.29,-197.01
43381,36,right,3,Ring,Distal,-118.51,146.29,-197.01,-128.32,141.00,-206.80
43381,36,right,4,Pinky,Metacarpal,-46.45,169.31,-119.97,-83.74,175.34,-157.14
43381,36,right,4,Pinky,Proximal,-83.74,175.34,-157.14,-104.87,173.92,-162.70
43381,36,right,4,Pinky,Intermediate,-104.87,173.92,-162.70,-120.22,173.16,-168.36
43381,36,right,4,Pinky,Distal,-120.22,173.16,-168.36,-130.18,172.92,-173.62
43382,36,right,0,Thumb,Metacarpal,-18.67,159.15,-136.92,-18.67,159.15,-136.92
43382,36,right,0,Thumb,Proximal,-18.67,159.15,-136.92,-12.98,137.51,-174.84
43382,36,right,0,Thumb,Intermediate,-12.98,137.51,-174.84,-12.49,126.30,-195.90
43382,36,right,0,Thumb,Distal,-12.49,126.30,-195.90,-14.34,119.83,-210.53
43382,36,right,1,Index,Metacarpal,-29.99,150.76,-133.25,-55.73,145.87,-195.07
43382,36,right,1,Index,Proximal,-55.73,145.87,-195.07,-69.58,135.87,-218.85
43382,36,right,1,Index,Intermediate,-69.58,135.87,-218.85,-78.12,129.73,-235.85
43382,36,right,1,Index,Distal,-78.12,129.73,-235.85,-84.72,126.11,-250.22
43382,36,right,2,Middle,Metacarpal,-37.63,152.86,-131.57,-68.96,152.51,-187.00
43382,36,right,2,Middle,Proximal,-68.96,152.51,-187.00,-93.08,142.48,-208.64
43382,36,right,2,Middle,Intermediate,-93.08,142.48,-208.64,-110.30,135.11,-224.99
43382,36,right,2,Middle,Distal,-110.30,135.11,-224.99,-121.70,130.93,-237.58
43382,36,right,3,Ring,Metacarpal,-45.66,159.99,-128.57,-79.92,164.07,-174.15
43382,36,right,3,Ring,Proximal,-79.92,164.07,-174.15,-104.88,153.71,-190.59
43382,36,right,3,Ring,Intermediate,-104.88,153.71,-190.59,-118.99,146.59,-200.53
43382,36,right,3,Ring,Distal,-118.99,146.59,-200.53,-128.82,141.32,-210.27
43382,36,right,4,Pinky,Metacarpal,-46.91,170.00,-123.91,-84.17,175.67,-161.07
43382,36,right,4,Pinky,Proximal,-84.17,175.67,-161.07,-105.33,174.27,-166.44
43382,36,right,4,Pinky,Intermediate,-105.33,174.27,-166.44,-120.69,173.60,-172.05
43382,36,right,4,Pinky,Distal,-120.69,173.60,-172.05,-130.66,173.53,-177.28
43383,36,right,0,Thumb,Metacarpal,-18.38,159.20,-140.76,-18.38,159.20,-140.76
43383,36,right,0,Thumb,Proximal,-18.38,159.20,-140.76,-12.89,137.17,-178.41
43383,36,right,0,Thumb,Intermediate,-12.89,137.17,-178.41,-12.53,125.71,-199.32
43383,36,right,0,Thumb,Distal,-12.53,125.71,-199.32,-14.45,119.10,-213.87
43383,36,right,1,Index,Metacarpal,-29.69,150.89,-136.80,-55.90,145.77,-198.32
43383,36,right,1,Index,Proximal,-55.90,145.77,-198.32,-69.95,135.65,-221.75
43383,36,right,1,Index,Intermediate,-69.95,135.65,-221.75,-78.68,129.37,-238.64
43383,36,right,1,Index,Distal,-78.68,129.37,-238.64,-85.49,125.56,-252.98
43383,36,right,2,Middle,Metacarpal,-37.25,153.12,-135.09,-68.96,152.61,-190.22
43383,36,right,2,Middle,Proximal,-68.96,152.61,-190.22,-93.06,142.65,-211.69
43383,36,right,2,Middle,Intermediate,-93.06,142.65,-211.69,-110.34,135.40,-227.97
43383,36,right,2,Middle,Distal,-110.34,135.40,-227.97,-121.70,131.30,-240.44
43383,36,right,3,Ring,Metacarpal,-45.19,160.26,-132.19,-79.73,164.26,-177.48
43383,36,right,3,Ring,Proximal,-79.73,164.26,-177.48,-104.65,154.15,-193.61
43383,36,right,3,Ring,Intermediate,-104.65,154.15,-193.61,-118.79,147.24,-203.47
43383,36,right,3,Ring,Distal,-118.79,147.24,-203.47,-128.66,142.18,-213.12
43383,36,right,4,Pinky,Metacarpal,-46.42,170.32,-127.61,-83.87,176.00,-164.47
43383,36,right,4,Pinky,Proximal,-83.87,176.00,-164.47,-104.86,174.62,-169.88
43383,36,right,4,Pinky,Intermediate,-104.86,174.62,-169.88,-120.17,174.07,-175.59
43383,36,right,4,Pinky,Distal,-120.17,174.07,-175.59,-130.16,174.22,-180.91
43384,36,right,0,Thumb,Metacarpal,-17.72,159.41,-144.36,-17.72,159.41,-144.36
43384,36,right,0,Thumb,Proximal,-17.72,159.41,-144.36,-12.47,136.82,-181.86
43384,36,right,0,Thumb,Intermediate,-12.47,136.82,-181.86,-12.09,125.00,-202.60
43384,36,right,0,Thumb,Distal,-12.09,125.00,-202.60,-13.95,118.16,-216.94
43384,36,right,1,Index,Metacarpal,-29.03,151.15,-140.25,-55.40,145.61,-201.62
43384,36,right,1,Index,Proximal,-55.40,145.61,-201.62,-69.39,135.52,-225.04
43384,36,right,1,Index,Intermediate,-69.39,135.52,-225.04,-78.08,129.38,-242.01
43384,36,right,1,Index,Distal,-78.08,129.38,-242.01,-84.86,125.63,-256.40
43384,36,right,2,Middle,Metacarpal,-36.58,153.52,-138.57,-68.41,152.68,-193.58
43384,36,right,2,Middle,Proximal,-68.41,152.68,-193.58,-92.54,142.80,-214.93
43384,36,right,2,Middle,Intermediate,-92.54,142.80,-214.93,-109.97,135.62,-231.21
43384,36,right,2,Middle,Distal,-109.97,135.62,-231.21,-121.39,131.52,-243.70
43384,36,right,3,Ring,Metacarpal,-44.49,160.72,-135.72,-79.08,164.51,-180.94
43384,36,right,3,Ring,Proximal,-79.08,164.51,-180.94,-104.05,154.62,-196.96
43384,36,right,3,Ring,Intermediate,-104.05,154.62,-196.96,-118.26,147.87,-206.75
43384,36,right,3,Ring,Distal,-118.26,147.87,-206.75,-128.20,142.93,-216.31
43384,36,right,4,Pinky,Metacarpal,-45.63,170.80,-131.28,-83.11,176.35,-168.09
43384,36,right,4,Pinky,Proximal,-83.11,176.35,-168.09,-103.99,175.06,-173.63
43384,36,right,4,Pinky,Intermediate,-103.99,175.06,-173.63,-119.19,174.70,-179.51
43384,36,right,4,Pinky,Distal,-119.19,174.70,-179.51,-129.11,175.04,-184.93
43385,36,right,0,Thumb,Metacarpal,-16.87,159.90,-147.87,-16.87,159.90,-147.87
43385,36,right,0,Thumb,Proximal,-16.87,159.90,-147.87,-12.01,136.58,-185.17
43385,36,right,0,Thumb,Intermediate,-12.01,136.58,-185.17,-11.88,124.41,-205.76
43385,36,right,0,Thumb,Distal,-11.88,124.41,-205.76,-14.01,117.37,-220.04
43385,36,right,1,Index,Metacarpal,-28.19,151.79,-143.62,-54.62,145.56,-204.92
43385,36,right,1,Index,Proximal,-54.62,145.56,-204.92,-68.54,135.36,-228.29
43385,36,right,1,Index,Intermediate,-68.54,135.36,-228.29,-77.19,129.13,-245.27
43385,36,right,1,Index,Distal,-77.19,129.13,-245.27,-83.89,125.25,-259.67
43385,36,right,2,Middle,Metacarpal,-35.73,154.23,-141.97,-67.57,152.82,-196.97
43385,36,right,2,Middle,Proximal,-67.57,152.82,-196.97,-91.74,142.95,-218.15
43385,36,right,2,Middle,Intermediate,-91.74,142.95,-218.15,-109.24,135.87,-234.34
43385,36,right,2,Middle,Distal,-109.24,135.87,-234.34,-120.73,131.78,-246.83
43385,36,right,3,Ring,Metacarpal,-43.58,161.52,-139.18,-78.18,164.88,-184.46
43385,36,right,3,Ring,Proximal,-78.18,164.88,-184.46,-103.22,155.20,-200.39
43385,36,right,3,Ring,Intermediate,-103.22,155.20,-200.39,-117.45,148.66,-210.10
43385,36,right,3,Ring,Distal,-117.45,148.66,-210.10,-127.38,143.88,-219.56
43385,36,right,4,Pinky,Metacarpal,-44.62,171.59,-134.98,-82.08,176.85,-171.87
43385,36,right,4,Pinky,Proximal,-82.08,176.85,-171.87,-102.88,175.54,-177.50
43385,36,right,4,Pinky,Intermediate,-102.88,175.54,-177.50,-118.03,175.15,-183.45
43385,36,right,4,Pinky,Distal,-118.03,175.15,-183.45,-127.94,175.45,-188.93
43386,36,right,0,Thumb,Metacarpal,-16.72,160.14,-151.44,-16.72,160.14,-151.44
43386,36,right,0,Thumb,Proximal,-16.72,160.14,-151.44,-11.86,136.16,-188.31
43386,36,right,0,Thumb,Intermediate,-11.86,136.16,-188.31,-11.71,123.57,-208.67
43386,36,right,0,Thumb,Distal,-11.71,123.57,-208.67,-13.84,116.19,-222.85
43386,36,right,1,Index,Metacarpal,-27.97,152.15,-147.10,-54.38,145.19,-208.29
43386,36,right,1,Index,Proximal,-54.38,145.19,-208.29,-68.59,134.52,-231.29
43386,36,right,1,Index,Intermediate,-68.59,134.52,-231.29,-77.49,127.87,-247.87
43386,36,right,1,Index,Distal,-77.49,127.87,-247.87,-84.43,123.63,-262.05
43386,36,right,2,Middle,Metacarpal,-35.51,154.54,-145.44,-67.33,152.48,-200.40
43386,36,right,2,Middle,Proximal,-67.33,152.48,-200.40,-91.45,142.61,-221.60
43386,36,right,2,Middle,Intermediate,-91.45,142.61,-221.60,-108.89,135.60,-237.81
43386,36,right,2,Middle,Distal,-108.89,135.60,-237.81,-120.39,131.55,-250.32
43386,36,right,3,Ring,Metacarpal,-43.35,161.87,-142.72,-77.92,164.70,-188.02
43386,36,right,3,Ring,Proximal,-77.92,164.70,-188.02,-103.06,155.06,-203.90
43386,36,right,3,Ring,Intermediate,-103.06,155.06,-203.90,-117.26,148.56,-213.55
43386,36,right,3,Ring,Distal,-117.26,148.56,-213.55,-127.18,143.76,-222.97
43386,36,right,4,Pinky,Metacarpal,-44.37,172.02,-138.67,-81.81,176.85,-175.60
43386,36,right,4,Pinky,Proximal,-81.81,176.85,-175.60,-102.56,175.63,-181.18
43386,36,right,4,Pinky,Intermediate,-102.56,175.63,-181.18,-117.58,175.42,-187.11
43386,36,right,4,Pinky,Distal,-117.58,175.42,-187.11,-127.38,175.81,-192.61
43387,36,right,0,Thumb,Metacarpal,-18.07,161.20,-154.18,-18.07,161.20,-154.18
43387,36,right,0,Thumb,Proximal,-18.07,161.20,-154.18,-13.37,136.38,-190.67
43387,36,right,0,Thumb,Intermediate,-13.37,136.38,-190.67,-13.23,123.46,-210.94
43387,36,right,0,Thumb,Distal,-13.23,123.46,-210.94,-15.31,115.85,-225.20
43387,36,right,1,Index,Metacarpal,-29.23,153.33,-149.78,-55.68,145.48,-210.67
43387,36,right,1,Index,Proximal,-55.68,145.48,-210.67,-69.69,135.00,-233.75
43387,36,right,1,Index,Intermediate,-69.69,135.00,-233.75,-78.31,128.59,-250.41
43387,36,right,1,Index,Distal,-78.31,128.59,-250.41,-85.03,124.53,-264.60
43387,36,right,2,Middle,Metacarpal,-36.80,155.80,-148.06,-68.63,152.96,-202.82
43387,36,right,2,Middle,Proximal,-68.63,152.96,-202.82,-92.49,143.18,-223.99
43387,36,right,2,Middle,Intermediate,-92.49,143.18,-223.99,-109.60,136.42,-240.27
43387,36,right,2,Middle,Distal,-109.60,136.42,-240.27,-120.91,132.47,-252.86
43387,36,right,3,Ring,Metacarpal,-44.63,163.26,-145.38,-79.16,165.48,-190.58
43387,36,right,3,Ring,Proximal,-79.16,165.48,-190.58,-104.31,155.84,-206.45
43387,36,right,3,Ring,Intermediate,-104.31,155.84,-206.45,-118.44,149.39,-216.07
43387,36,right,3,Ring,Distal,-118.44,149.39,-216.07,-128.30,144.63,-225.46
43387,36,right,4,Pinky,Metacarpal,-45.58,173.47,-141.43,-82.95,177.84,-178.32
43387,36,right,4,Pinky,Proximal,-82.95,177.84,-178.32,-103.54,176.73,-183.86
43387,36,right,4,Pinky,Intermediate,-103.54,176.73,-183.86,-118.46,176.58,-189.78
43387,36,right,4,Pinky,Distal,-118.46,176.58,-189.78,-128.17,176.94,-195.35
43388,36,right,0,Thumb,Metacarpal,-19.74,162.35,-156.31,-19.74,162.35,-156.31
43388,36,right,0,Thumb,Proximal,-19.74,162.35,-156.31,-15.13,137.35,-192.61
43388,36,right,0,Thumb,Intermediate,-15.13,137.35,-192.61,-15.05,124.40,-212.90
43388,36,right,0,Thumb,Distal,-15.05,124.40,-212.90,-17.15,116.74,-227.21
43388,36,right,1,Index,Metacarpal,-30.83,154.52,-151.83,-57.40,146.28,-212.42
43388,36,right,1,Index,Proximal,-57.40,146.28,-212.42,-71.50,135.79,-235.35
43388,36,right,1,Index,Intermediate,-71.50,135.79,-235.35,-80.30,129.44,-251.93
43388,36,right,1,Index,Distal,-80.30,129.44,-251.93,-87.25,125.44,-266.00
43388,36,right,2,Middle,Metacarpal,-38.43,157.07,-150.07,-70.31,153.91,-204.57
43388,36,right,2,Middle,Proximal,-70.31,153.91,-204.57,-93.99,144.35,-225.81
43388,36,right,2,Middle,Intermediate,-93.99,144.35,-225.81,-110.92,137.95,-242.16
43388,36,right,2,Middle,Distal,-110.92,137.95,-242.16,-122.11,134.35,-254.78
